Day,Assignment Title,Standards to Check,Notes
36,Group Project: Inventory System Design,S1.0,S1.1,S5.0,S5.1,S6.0,S6.1,PS5.a,PS5.b,Starter 29 (605013),Project assignment; designs inventory system; takes precedence for recency.
37,Group Project: Inventory System Implementation,S1.0,S1.1,S5.0,S5.1,S5.2,PS5.a,PS5.b,PS5.c,Starter 30 (605014),Project assignment; implements inventory system; takes precedence for recency.
38,Group Project: Inventory System Testing,S1.0,S1.1,PS5.a,PS5.b,Starter 31 (605015),Project assignment; tests inventory system; takes precedence for recency.
39,Group Project: Inventory System Presentation,S7.0,S7.1,S7.2,PS7.a,PS7.b,Starter 32 (605016),Project assignment; presents inventory system; takes precedence for recency.
40,Semester 1 Reflection,S7.2,PS7.b,Starter 33 (605017),Reflects on Semester 1; includes Starter 33; portfolio-focused.
41,Graph Data Structures,S4.0,PS4,Starter 34 (605018),Implements graphs; includes Starter 34; contributes to PS4.
42,Graph Traversal,S4.0,PS4,Starter 35 (605454),Implements BFS; includes Starter 35; contributes to PS4.
43,Shortest Path Algorithms,S4.0,PS4,Starter 36 (606174),Implements Dijkstra’s algorithm; includes Starter 36; contributes to PS4.
44,Dynamic Programming,S1.2,S1.2.a,S1.2.b,S1.2.c,Starter 37 (606473),Implements dynamic programming; includes Starter 37.
45,Ongoing Group Project: Graph Algorithms,S4.0,PS4,Project assignment; integrates graph algorithms; takes precedence for recency.
46,Advanced Design Patterns,S5.0,S5.1,S5.1.a,S5.1.b,Starter 38 (606739),Implements advanced design patterns; includes Starter 38.
47,Refactoring Code,S1.0,S1.1,Starter 39 (607018),Refactors code; includes Starter 39.
48,Version Control Basics,S6.0,S6.1,Starter 40 (607086),Covers Git basics; includes Starter 40.
49,Collaborative Coding with Git,S6.0,S6.1,Starter 41 (607119),Implements collaborative Git workflows; includes Starter 41.
50,Ongoing Group Project: Collaborative Coding,S6.0,S6.1,S7.1,PS7.a,Project assignment; uses Git and design patterns; takes precedence for recency.
51,Introduction to Databases,PS1.a,Starter 42 (607408),Designs database schema; includes Starter 42.
52,Database Queries,PS1.a,Starter 43 (607467),Implements SQL queries; includes Starter 43.
53,Database Integration,PS1.a,Starter 44 (607655),Connects database to program; includes Starter 44.
54,CRUD Operations,PS1.a,Starter 45 (608159),Implements CRUD operations; includes Starter 45.
55,Ongoing Group Project: Database Integration,PS1.a,PS7.a,Project assignment; integrates database; takes precedence for recency.
56,Agile Project Management,S6.0,S6.1,Starter 46 (608401),Covers Scrum; includes Starter 46.
57,Team Roles in Agile,S6.0,S6.1,Starter 47 (608606),Explores agile roles; includes Starter 47.
58,Ongoing Group Project: Agile Iteration,S6.0,S6.1,S7.1,PS7.a,Project assignment; applies agile practices; takes precedence for recency.
59,Advanced CS Careers,PS7.c,Reflects on advanced CS careers; no starter assigned.
60,Ongoing Group Project: Feature Enhancement,S7.1,PS7.a,Project assignment; adds emerging tech feature; takes precedence for recency.
61,Portfolio Enhancement,S7.2,S7.2.a,S7.2.b,PS7.b,Enhances portfolio; no starter assigned.
62,Technical Interviews,PS7.c,Prepares for coding interviews; no starter assigned.
63,Ongoing Group Project: Portfolio Integration,S7.2,PS7.b,Project assignment; documents task app for portfolio; takes precedence for recency.
64,Advanced OOP Techniques,S5.0,S5.1,S5.1.b,S5.4,S5.4.a,S5.4.b,S5.4.c,Implements advanced OOP; no starter assigned.
65,Ongoing Group Project: OOP Enhancements,S5.0,S5.1,S5.4,PS5.a,PS5.b,Project assignment; enhances task app with OOP; takes precedence for recency.
66,Priority Queues,S4.0,S4.2,PS4,Implements priority queues; no starter assigned.
67,Balanced Trees,S4.0,PS4,Implements balanced trees; no starter assigned.
68,Ongoing Group Project: Advanced Structures,S4.0,S4.2,PS4,Project assignment; integrates priority queues and trees; takes precedence for recency.
69,Greedy Algorithms,S1.0,S1.1,Implements greedy algorithms; no starter assigned.
70,Ongoing Group Project: Algorithm Optimization,S1.0,S1.1,Project assignment; optimizes algorithms; takes precedence for recency.
71,Divide and Conquer,S1.0,S1.1,Implements divide-and-conquer; no starter assigned.
72,Advanced Collaboration,PS7.c,Focuses on workplace skills; no starter assigned.
73,Advanced Algorithms Review,S1.0,S1.1,S1.2,S4.0,Reviews algorithms; no starter assigned.
74,Software Engineering Review,S6.0,S6.1,PS1.a,Reviews software engineering; no starter assigned.
75,Individual Project: Portfolio App Design,S1.0,S1.1,S5.0,S6.0,PS5.a,PS5.b,Individual project; designs portfolio app; takes precedence for recency.
76,Individual Project: Portfolio App Implementation,S1.0,S1.1,S5.0,S5.1,S5.2,PS5.a,PS5.b,PS5.c,Individual project; implements portfolio app; takes precedence for recency.
77,Individual Project: Portfolio App Testing,S1.0,S1.1,PS5.a,PS5.b,Individual project; tests portfolio app; takes precedence for recency.
78,Individual Project: Portfolio App Finalization,S1.0,S1.1,S7.1,S7.2,PS7.a,PS7.b,Individual project; finalizes portfolio app; takes precedence for recency.
79,Individual Project: Portfolio App Presentation,S7.0,S7.1,S7.2,PS7.a,PS7.b,Individual project; presents portfolio app; takes precedence for recency.
80,Course Reflection & Showcase,S7.2,PS7.b,Reflects on entire course; no starter assigned.
